Source,Target,Type,Id,Label,timeset,Weight,relationship
1konkretno,1konkretno,Directed,1961,,,1,Tweet
nevaulcar,nevaulcar,Directed,1962,,,1,Tweet
ijoveva,ijoveva,Directed,1963,,,1,Tweet
mojcabxl,mojcabxl,Directed,1964,,,1,Tweet
ragnarbelial,ragnarbelial,Directed,1965,,,1,Tweet
tjasazavrh,tjasazavrh,Directed,1966,,,2,Tweet
zasrce,zasrce,Directed,1967,,,1,Tweet
ribnica24,ribnica24,Directed,1968,,,1,Tweet
kokoldejan,kokoldejan,Directed,1969,,,1,Tweet
pocivalsekz,pocivalsekz,Directed,1970,,,1,Tweet
slocroposlovklb,slocroposlovklb,Directed,1971,,,1,Tweet
flexshop_com,flexshop_com,Directed,1972,,,1,Tweet
mark0stor,mark0stor,Directed,1973,,,1,Tweet
tjana3573,tjana3573,Directed,1974,,,1,Tweet
borseusek,borseusek,Directed,1975,,,1,Tweet
donbosko_slo,donbosko_slo,Directed,1976,,,1,Tweet
2012andrejb,2012andrejb,Directed,1977,,,1,Tweet
crico111,crico111,Directed,1978,,,1,Tweet
skoj_konferenca,skoj_konferenca,Directed,1979,,,2,Tweet
a1slovenija,a1slovenija,Directed,1980,,,1,Tweet
martarazborsek,martarazborsek,Directed,1981,,,1,Tweet
srecniluka,srecniluka,Directed,1982,,,1,Tweet
maraglusic,maraglusic,Directed,1983,,,1,Tweet
sindicic,sindicic,Directed,1984,,,1,Tweet
maxatnes,maxatnes,Directed,1985,,,1,Tweet
matjaz_medved,matjaz_medved,Directed,1986,,,1,Tweet
provektor,provektor,Directed,1987,,,1,Tweet
danejkranjc,danejkranjc,Directed,1988,,,1,Tweet
oroomleb,oroomleb,Directed,1989,,,1,Tweet
mionicky,mionicky,Directed,1990,,,1,Tweet
aleskovacec,aleskovacec,Directed,1991,,,1,Tweet
vajkardis,vajkardis,Directed,1992,,,2,Tweet
janez_mezan,janez_mezan,Directed,1993,,,1,Tweet
karmelinahu,karmelinahu,Directed,1994,,,2,Tweet
irinkapan,irinkapan,Directed,1995,,,1,Tweet
antonpeinkiher,antonpeinkiher,Directed,1996,,,2,Tweet
primorskenovice,primorskenovice,Directed,1997,,,1,Tweet
markobandelli,markobandelli,Directed,1998,,,1,Tweet
svet24_si,svet24_si,Directed,1999,,,4,Tweet
gazela_com,gazela_com,Directed,2000,,,2,Tweet
m_bostjan,m_bostjan,Directed,2001,,,1,Tweet
novicejutro,novicejutro,Directed,2002,,,2,Tweet
murimursic,murimursic,Directed,2003,,,1,Tweet
zzajc,zzajc,Directed,2004,,,2,Tweet
jozebizjak,jozebizjak,Directed,2005,,,2,Tweet
sprostise,sprostise,Directed,2006,,,1,Tweet
vsikuponi,vsikuponi,Directed,2007,,,2,Tweet
ssof_oblikovna,ssof_oblikovna,Directed,2008,,,1,Tweet
tatjanak1,tatjanak1,Directed,2009,,,2,Tweet
markopavlisic,markopavlisic,Directed,2010,,,1,Tweet
igorzavrsnik,igorzavrsnik,Directed,2011,,,1,Tweet
energetikanet,energetikanet,Directed,2012,,,1,Tweet
nduic,nduic,Directed,2013,,,1,Tweet
pongislo,pongislo,Directed,2014,,,1,Tweet
24_vesti,24_vesti,Directed,2015,,,1,Tweet
sobraniemk,sobraniemk,Directed,2016,,,1,Tweet
slo_kosarka,slo_kosarka,Directed,2017,,,1,Tweet
rimutisk,rimutisk,Directed,2018,,,1,Tweet
pawlitschek,pawlitschek,Directed,2019,,,1,Tweet
mkmrezainfo,mkmrezainfo,Directed,2020,,,2,Tweet
sobotainfo,sobotainfo,Directed,2021,,,1,Tweet
juretepina,juretepina,Directed,2022,,,1,Tweet
tami777,tami777,Directed,2023,,,1,Tweet
gorecnik,gorecnik,Directed,2024,,,1,Tweet
jurebrankovic,jurebrankovic,Directed,2025,,,1,Tweet
turizemlj,turizemlj,Directed,2026,,,1,Tweet
planettv,planettv,Directed,2027,,,2,Tweet
stanka_d,stanka_d,Directed,2028,,,2,Tweet
kihotec,kihotec,Directed,2029,,,1,Tweet
lculiberg,lculiberg,Directed,2030,,,1,Tweet
franc_bogovic,franc_bogovic,Directed,2031,,,1,Tweet
statslovenija,statslovenija,Directed,2032,,,1,Tweet
forzicija29,forzicija29,Directed,2033,,,1,Tweet
mascussi,mascussi,Directed,2034,,,4,Tweet
ferch_pech,ferch_pech,Directed,2035,,,1,Tweet
zdravoslovenija,zdravoslovenija,Directed,2036,,,1,Tweet
novicamihajlo,novicamihajlo,Directed,2037,,,3,Tweet
lukatreven,lukatreven,Directed,2038,,,1,Tweet
bracicregouc,bracicregouc,Directed,2039,,,4,Tweet
hzlatko,hzlatko,Directed,2040,,,1,Tweet
ajpes,ajpes,Directed,2041,,,1,Tweet
yanchmb,yanchmb,Directed,2042,,,1,Tweet
ssnptuj,ssnptuj,Directed,2043,,,1,Tweet
tomazinrobert,tomazinrobert,Directed,2044,,,1,Tweet
crtica49,crtica49,Directed,2045,,,2,Tweet
trackostil,trackostil,Directed,2046,,,2,Tweet
ugm_maribor,ugm_maribor,Directed,2047,,,1,Tweet
tevilevi,tevilevi,Directed,2048,,,1,Tweet
mzzrs,mzzrs,Directed,2049,,,1,Tweet
roma9na,roma9na,Directed,2050,,,1,Tweet
jure_bajic,jure_bajic,Directed,2051,,,1,Tweet
matejkmatej42,matejkmatej42,Directed,2052,,,1,Tweet
arsenalslovenia,arsenalslovenia,Directed,2053,,,1,Tweet
sloincro,sloincro,Directed,2054,,,1,Tweet
telenovelesi,telenovelesi,Directed,2055,,,4,Tweet
radiokoper,radiokoper,Directed,2056,,,1,Tweet
si_supervizor,si_supervizor,Directed,2057,,,1,Tweet
teamolaii,teamolaii,Directed,2058,,,1,Tweet
znovice,znovice,Directed,2059,,,13,Tweet
slovenskenovice,slovenskenovice,Directed,2060,,,12,Tweet
ep_slovenija,ep_slovenija,Directed,2061,,,7,Tweet
nera_dj,nera_dj,Directed,2062,,,1,Tweet
zurnal_24,zurnal_24,Directed,2063,,,2,Tweet
corcas_autonomy,corcas_autonomy,Directed,2064,,,1,Tweet
dete_epruvete,dete_epruvete,Directed,2065,,,1,Tweet
matevztomsic,matevztomsic,Directed,2066,,,1,Tweet
prolittera,prolittera,Directed,2067,,,1,Tweet
kia_slovenija,kia_slovenija,Directed,2068,,,1,Tweet
tomirozman,tomirozman,Directed,2069,,,1,Tweet
tomijurman,tomijurman,Directed,2070,,,1,Tweet
sumandreja,sumandreja,Directed,2071,,,1,Tweet
huaweimobilesi,huaweimobilesi,Directed,2072,,,1,Tweet
jaka__dolinar,jaka__dolinar,Directed,2073,,,2,Tweet
markoferluga,markoferluga,Directed,2074,,,1,Tweet
memrea1,memrea1,Directed,2075,,,1,Tweet
delo,delo,Directed,2076,,,14,Tweet
muhabc1,muhabc1,Directed,2077,,,9,Tweet
ipirkovic,ipirkovic,Directed,2078,,,1,Tweet
lbna69,lbna69,Directed,2079,,,1,Tweet
viktor_viktorh,viktor_viktorh,Directed,2080,,,2,Tweet
ladislavtroha,ladislavtroha,Directed,2081,,,1,Tweet
rmandreja,rmandreja,Directed,2082,,,1,Tweet
katoliskacerkev,katoliskacerkev,Directed,2083,,,1,Tweet
polona_naglic,polona_naglic,Directed,2084,,,1,Tweet
sta_novice,sta_novice,Directed,2085,,,4,Tweet
stezinardrago,stezinardrago,Directed,2086,,,1,Tweet
europlakatslo,europlakatslo,Directed,2087,,,1,Tweet
nada568352656,nada568352656,Directed,2088,,,3,Tweet
ivankrzisnik,ivankrzisnik,Directed,2089,,,1,Tweet
stanejagergmaio,stanejagergmaio,Directed,2090,,,1,Tweet
rtvslo,rtvslo,Directed,2091,,,5,Tweet
siolnews,siolnews,Directed,2092,,,11,Tweet
portalspolsi,portalspolsi,Directed,2093,,,1,Tweet
sinicica,sinicica,Directed,2094,,,1,Tweet
dkopse,dkopse,Directed,2095,,,3,Tweet
marijabrezje,marijabrezje,Directed,2096,,,1,Tweet
tanjaporcnik,tanjaporcnik,Directed,2097,,,1,Tweet
matevznovak,matevznovak,Directed,2098,,,1,Tweet
sloado,sloado,Directed,2099,,,1,Tweet
korsikab,korsikab,Directed,2100,,,1,Tweet
metod_berlec,metod_berlec,Directed,2101,,,1,Tweet
miabezjak,miabezjak,Directed,2102,,,2,Tweet
dusankocevar1,dusankocevar1,Directed,2103,,,1,Tweet
matjazderin,matjazderin,Directed,2104,,,1,Tweet
tommy_sgb,tommy_sgb,Directed,2105,,,1,Tweet
val202,val202,Directed,2106,,,1,Tweet
mgruden,mgruden,Directed,2107,,,1,Tweet
strankasloga,strankasloga,Directed,2108,,,1,Tweet
spslovenije,spslovenije,Directed,2109,,,6,Tweet
janezklop,janezklop,Directed,2110,,,2,Tweet
robertsifrer,robertsifrer,Directed,2111,,,3,Tweet
agortaa,agortaa,Directed,2112,,,1,Tweet
david_ferletic,david_ferletic,Directed,2113,,,1,Tweet
max970,max970,Directed,2114,,,7,Tweet
krtmen,krtmen,Directed,2115,,,3,Tweet
petra_jansa,petra_jansa,Directed,2116,,,1,Tweet
medeja_7,medeja_7,Directed,2117,,,1,Tweet
vinkovasle1,vinkovasle1,Directed,2118,,,2,Tweet
kovacrebeka,kovacrebeka,Directed,2119,,,2,Tweet
bojanzadel,bojanzadel,Directed,2120,,,1,Tweet
bond00775328617,bond00775328617,Directed,2121,,,3,Tweet
janezmeznarec,janezmeznarec,Directed,2122,,,2,Tweet
ales_primc,ales_primc,Directed,2123,,,1,Tweet
penzionist12,penzionist12,Directed,2124,,,2,Tweet
revijareporter,revijareporter,Directed,2125,,,25,Tweet
ajitamxy,ajitamxy,Directed,2126,,,1,Tweet
vso_slovenija,vso_slovenija,Directed,2127,,,3,Tweet
metkazevnik,metkazevnik,Directed,2128,,,5,Tweet
timessi,timessi,Directed,2129,,,9,Tweet
davorvrban,davorvrban,Directed,2130,,,1,Tweet
errrudit,errrudit,Directed,2131,,,1,Tweet
svizec5,svizec5,Directed,2132,,,1,Tweet
fzagorc,fzagorc,Directed,2133,,,10,Tweet
profaljosa,profaljosa,Directed,2134,,,2,Tweet
didier_maradona,didier_maradona,Directed,2135,,,5,Tweet
free_rtv,free_rtv,Directed,2136,,,1,Tweet
mojcav1,mojcav1,Directed,2137,,,1,Tweet
mojcaskrinjar,mojcaskrinjar,Directed,2138,,,1,Tweet
strubeljg,strubeljg,Directed,2139,,,2,Tweet
trotz_dessen,trotz_dessen,Directed,2140,,,1,Tweet
rtv_slovenija,rtv_slovenija,Directed,2141,,,4,Tweet
24ur_com,24ur_com,Directed,2142,,,10,Tweet
jozebiscak,jozebiscak,Directed,2143,,,2,Tweet
mprevejsek,mprevejsek,Directed,2144,,,2,Tweet
potepuski,potepuski,Directed,2145,,,2,Tweet
cesenj,cesenj,Directed,2146,,,1,Tweet
jozejos,jozejos,Directed,2147,,,1,Tweet
markosket,markosket,Directed,2148,,,4,Tweet
bernardbrscic,bernardbrscic,Directed,2149,,,1,Tweet
bozidarbiscan,bozidarbiscan,Directed,2150,,,2,Tweet
margu501,margu501,Directed,2151,,,1,Tweet
jjansasds,jjansasds,Directed,2152,,,2,Tweet
nova24tv,nova24tv,Directed,2153,,,20,Tweet
demokracija1,demokracija1,Directed,2154,,,10,Tweet
stolnica,stolnica,Directed,2155,,,12,Tweet
